age,resign,division,home_distance,education,employee_id,score_environment,major,gender,hourly_rate,score_contribution,job_rank,role,score_job_satisfication,marriage_status,monthly_income,companies_count,underage,over_time,salary_increment_percentage,rate_performance,score_work_relationahip,working_hours,time_total_working,last_year_training_time,score_work_life_balance,time_current_company,time_current_role,time_last_promotion,time_current_manager
31,No,Health and Technology,9,4,FT1210493,3,Life Sciences,Male,42,2,1,Research Scientist,2,Single,2657,0,No,Yes,16,3,4,40,3,5,3,2,2,2,2
21,Yes,Marketing,12,3,FT1110494,3,Life Sciences,Female,90,4,1,Sales Representative,2,Single,2716,1,No,No,15,3,4,40,1,0,3,1,0,0,0
29,No,Health and Technology,23,3,FT1010495,4,Life Sciences,Male,54,3,1,Research Scientist,4,Single,2201,9,No,No,16,3,4,40,6,4,3,3,2,1,2
35,No,Health and Technology,9,4,FT1210496,3,Life Sciences,Male,97,2,2,Healthcare Representative,2,Single,6540,9,No,No,19,3,3,40,10,5,3,1,1,0,0
27,No,Health and Technology,1,2,FT1110497,4,Computer Science,Male,82,3,1,Laboratory Technician,2,Divorced,3816,1,No,No,11,3,2,40,5,2,3,5,2,0,4
28,No,Marketing,9,4,FT1110498,2,Life Sciences,Male,92,3,2,Sales Executive,4,Single,5253,1,No,No,16,3,4,40,7,1,3,7,5,0,7
49,No,Health and Technology,7,3,FT1010499,2,Other,Male,31,2,3,Healthcare Representative,3,Single,10965,8,No,No,24,4,3,40,26,2,3,5,2,0,0
51,No,Marketing,14,2,FT1410500,3,Life Sciences,Female,87,3,2,Sales Executive,4,Married,4936,4,No,No,11,3,3,40,18,2,2,7,7,0,7
36,No,Health and Technology,2,3,FT1310501,4,Life Sciences,Female,96,3,1,Research Scientist,3,Married,2543,4,No,No,13,3,2,40,6,3,3,2,2,2,2
34,Yes,Marketing,19,3,FT1310502,1,Marketing,Male,67,4,2,Sales Executive,4,Single,5304,8,No,Yes,13,3,2,40,9,3,2,5,2,0,4
55,No,Health and Technology,2,3,FT1410505,3,Life Sciences,Female,97,3,4,Manager,4,Single,16659,2,No,Yes,13,3,3,40,30,2,3,5,4,1,2
24,No,Marketing,10,4,FT1010507,4,Marketing,Female,77,3,2,Sales Executive,3,Divorced,4260,1,No,Yes,12,3,4,40,5,2,4,5,2,0,3
30,No,Marketing,2,1,FT1010508,3,Technical Degree,Male,72,3,1,Sales Representative,2,Married,2476,1,No,No,18,3,1,40,1,3,3,1,0,0,0
26,Yes,Health and Technology,3,1,FT1110510,3,Technical Degree,Male,73,3,1,Research Scientist,1,Single,3102,0,No,No,22,4,3,40,7,2,3,6,4,0,4
22,No,Health and Technology,11,3,FT1010511,1,Computer Science,Female,43,3,1,Research Scientist,2,Married,2244,1,No,No,13,3,4,40,2,1,3,2,1,1,2
36,No,Marketing,2,2,FT1010513,2,Computer Science,Male,61,2,3,Sales Executive,3,Married,7596,1,No,No,13,3,2,40,10,2,3,10,9,9,0
30,Yes,Health and Technology,4,3,FT1110514,3,Technical Degree,Male,40,3,1,Research Scientist,4,Single,2285,9,No,Yes,23,4,3,40,3,4,3,1,0,0,0
37,No,Health and Technology,14,3,FT1010515,4,Life Sciences,Female,95,3,1,Laboratory Technician,1,Divorced,3034,1,No,No,12,3,3,40,18,2,2,18,7,12,17
40,No,Marketing,2,2,FT1310516,4,Marketing,Female,46,3,2,Sales Executive,2,Divorced,5715,7,No,No,12,3,3,40,8,5,3,5,4,1,3
42,No,Health and Technology,1,4,FT1010517,2,Life Sciences,Female,95,3,1,Laboratory Technician,1,Divorced,2576,3,No,No,16,3,2,40,8,5,3,5,2,1,2
37,No,Health and Technology,10,4,FT1310518,3,Life Sciences,Male,49,3,2,Manufacturing Director,2,Single,4197,2,No,Yes,12,3,4,40,18,2,2,1,0,0,1
43,No,Health and Technology,12,3,FT1110520,1,Life Sciences,Male,59,2,4,Research Director,2,Divorced,14336,1,No,No,11,3,3,40,25,3,3,25,10,3,9
40,No,Health and Technology,2,3,FT1310521,2,Computer Science,Female,78,2,2,Laboratory Technician,3,Married,3448,6,No,No,22,4,2,40,20,3,3,1,0,0,0
54,No,Health and Technology,5,2,FT1210522,1,Computer Science,Male,86,3,5,Research Director,1,Married,19406,4,No,No,11,3,3,40,24,4,2,4,2,1,2
34,No,Marketing,4,4,FT1010523,3,Marketing,Female,72,3,2,Sales Executive,3,Married,6538,9,No,No,15,3,1,40,6,3,3,3,2,1,2
31,No,Health and Technology,7,2,FT1110524,2,Computer Science,Female,31,3,2,Manufacturing Director,1,Married,4306,1,No,No,12,3,2,40,13,5,1,13,10,3,12
43,No,Health and Technology,21,3,FT1110525,4,Computer Science,Male,61,3,1,Laboratory Technician,4,Married,2258,7,No,No,20,4,1,40,8,1,3,3,2,1,2
43,No,Health and Technology,8,4,FT1210526,3,Other,Female,74,3,2,Healthcare Representative,3,Divorced,4522,4,No,Yes,14,3,4,40,8,3,3,5,2,0,2
25,No,Marketing,4,2,FT1110527,2,Life Sciences,Female,99,2,2,Sales Executive,4,Single,4487,1,No,Yes,11,3,2,40,5,3,3,5,4,1,3
37,No,Health and Technology,25,5,FT1110529,2,Computer Science,Female,72,3,2,Research Scientist,3,Married,4449,3,No,Yes,15,3,1,40,15,2,3,13,11,10,7
31,No,Health and Technology,1,2,FT1010530,4,Life Sciences,Male,98,2,1,Laboratory Technician,1,Married,2218,1,No,No,12,3,3,40,4,3,3,4,2,3,2
39,No,Health and Technology,1,1,FT1010531,2,Life Sciences,Male,52,3,5,Manager,3,Divorced,19197,1,No,Yes,14,3,3,40,21,3,3,21,8,1,6
56,No,Marketing,6,3,FT1210532,3,Life Sciences,Female,86,4,4,Sales Executive,1,Married,13212,9,No,No,11,3,4,40,36,0,2,7,7,7,7
30,No,Marketing,12,3,FT1110533,2,Technical Degree,Female,83,3,2,Sales Executive,3,Single,6577,0,No,No,11,3,2,40,6,6,3,5,4,4,4
41,No,Marketing,1,3,FT1110534,2,Marketing,Male,49,4,3,Sales Executive,1,Married,8392,1,No,No,16,3,3,40,10,2,3,10,7,0,7
28,No,Health and Technology,17,2,FT1210536,3,Computer Science,Male,79,3,2,Laboratory Technician,1,Divorced,4558,1,No,No,12,3,4,40,10,2,3,10,0,1,8
25,Yes,Health and Technology,3,3,FT1010538,1,Computer Science,Male,91,3,1,Laboratory Technician,1,Married,4031,5,No,No,13,3,3,40,6,5,3,2,2,0,2
52,No,Health and Technology,3,3,FT1410543,4,Computer Science,Male,39,2,3,Manufacturing Director,3,Married,7969,2,No,Yes,14,3,3,40,28,4,3,5,4,0,4
45,No,Health and Technology,10,2,FT1410544,1,Life Sciences,Male,69,3,1,Research Scientist,4,Married,2654,3,No,No,21,4,4,40,8,3,2,2,2,0,2
52,No,Health and Technology,4,2,FT1410546,4,Life Sciences,Female,30,3,4,Manager,4,Married,16555,2,No,No,13,3,4,40,31,2,1,5,2,1,4
42,No,Health and Technology,29,2,FT1310547,1,Life Sciences,Female,92,3,2,Research Scientist,3,Divorced,4556,2,No,No,11,3,2,40,19,3,3,5,4,0,2
30,No,Health and Technology,2,3,FT1110548,3,Life Sciences,Female,43,1,2,Manufacturing Director,4,Single,6091,2,No,No,20,4,3,40,11,2,3,5,4,0,2
60,No,Health and Technology,7,3,FT1410549,1,Life Sciences,Female,41,3,5,Manager,1,Married,19566,5,No,No,11,3,4,40,33,5,1,29,8,11,10
46,No,Health and Technology,18,3,FT1410550,3,Computer Science,Female,87,3,2,Manufacturing Director,3,Divorced,4810,2,No,No,14,3,3,40,19,5,2,10,7,0,8
42,No,Health and Technology,28,4,FT1210551,4,Technical Degree,Female,88,2,2,Healthcare Representative,4,Married,4523,0,No,No,11,3,4,40,7,4,4,6,5,0,4
24,Yes,Marketing,1,1,FT1210554,1,Technical Degree,Female,62,3,1,Sales Representative,2,Single,3202,1,No,Yes,16,3,2,40,6,4,3,5,3,1,4
34,Yes,Marketing,6,2,FT1210555,4,Marketing,Female,33,1,1,Sales Representative,3,Divorced,2351,0,No,No,16,3,4,40,3,3,2,2,2,1,0
38,No,Health and Technology,2,2,FT1110556,4,Life Sciences,Male,42,3,1,Laboratory Technician,4,Married,1702,1,No,Yes,23,4,3,40,1,3,3,1,0,0,0
40,No,Marketing,2,4,FT1110558,3,Life Sciences,Female,79,3,5,Manager,3,Married,18041,0,No,No,14,3,4,40,21,2,3,20,15,1,12
26,No,Health and Technology,23,3,FT1110560,1,Life Sciences,Female,90,3,1,Research Scientist,4,Divorced,2886,1,No,No,22,4,2,40,3,3,1,3,2,0,2
30,No,Health and Technology,3,3,FT1110562,3,Life Sciences,Male,53,3,1,Laboratory Technician,4,Married,2097,4,No,No,15,3,3,40,9,3,1,5,3,1,4
29,No,Health and Technology,3,4,FT1110564,2,Computer Science,Male,93,2,3,Research Director,3,Married,11935,1,No,No,18,3,3,40,10,2,3,10,2,0,7
29,Yes,Health and Technology,25,5,FT1110565,3,Technical Degree,Female,71,2,1,Research Scientist,2,Married,2546,5,No,No,16,3,2,40,6,2,4,2,2,1,1
19,Yes,Human Resource,2,2,FT1010566,1,Technical Degree,Male,52,2,1,Human Resources,4,Single,2564,1,No,No,12,3,3,40,1,3,4,1,0,0,0
30,No,Marketing,22,4,FT1010567,3,Other,Female,69,3,3,Sales Executive,1,Married,8412,0,No,No,11,3,3,40,10,3,3,9,8,7,8
57,No,Marketing,29,3,FT1010568,1,Marketing,Male,56,2,4,Manager,4,Divorced,14118,3,No,No,12,3,3,40,32,3,2,1,0,0,0
50,No,Health and Technology,29,4,FT1410569,2,Life Sciences,Male,88,2,4,Manager,3,Married,17046,0,No,No,15,3,2,40,28,2,3,27,10,15,7
30,No,Health and Technology,2,3,FT1010571,3,Computer Science,Female,49,3,1,Laboratory Technician,4,Single,2564,0,No,No,14,3,3,40,12,2,2,11,7,6,7
60,No,Marketing,28,3,FT1210573,3,Marketing,Female,80,2,3,Sales Executive,1,Married,10266,4,No,No,19,3,4,40,22,5,4,18,13,13,11
47,No,Health and Technology,2,2,FT1410574,1,Computer Science,Female,65,3,2,Manufacturing Director,4,Divorced,5070,5,No,No,13,3,3,40,20,2,3,5,0,0,4
46,No,Health and Technology,2,3,FT1110575,1,Life Sciences,Male,51,3,4,Research Director,3,Married,17861,6,No,No,13,3,3,40,26,2,1,3,2,0,1
35,No,Health and Technology,22,3,FT1310577,4,Life Sciences,Male,46,1,1,Laboratory Technician,3,Single,4230,0,No,No,15,3,3,40,6,2,3,5,4,4,3
54,No,Health and Technology,8,4,FT1110578,3,Life Sciences,Female,42,3,2,Laboratory Technician,3,Single,3780,7,No,No,11,3,3,40,19,3,3,1,0,0,0
34,No,Health and Technology,2,4,FT1010579,4,Life Sciences,Male,62,2,1,Research Scientist,3,Divorced,2768,3,No,No,12,3,3,40,14,3,3,7,3,5,7
46,No,Marketing,10,3,FT1210580,3,Marketing,Female,94,2,3,Sales Executive,4,Married,9071,2,No,Yes,19,3,3,40,15,3,3,3,2,1,2
31,No,Health and Technology,9,1,FT1210581,3,Life Sciences,Male,33,3,3,Manufacturing Director,2,Divorced,10648,1,No,No,25,4,4,40,13,6,4,13,8,0,8
33,Yes,Health and Technology,15,1,FT1210582,2,Computer Science,Male,56,3,3,Manager,3,Married,13610,7,No,Yes,12,3,4,40,15,2,4,7,6,7,7
33,Yes,Health and Technology,10,1,FT1210584,1,Computer Science,Male,38,1,1,Laboratory Technician,4,Divorced,3408,7,No,No,13,3,1,40,8,2,3,4,3,1,3
30,No,Marketing,7,1,FT1010585,4,Marketing,Male,57,3,1,Sales Representative,2,Single,2983,0,No,No,14,3,1,40,4,3,3,3,2,1,2
35,No,Health and Technology,16,3,FT1110586,4,Life Sciences,Male,72,3,3,Healthcare Representative,3,Married,7632,4,No,Yes,12,3,3,40,10,2,3,8,7,0,0
31,Yes,Health and Technology,20,3,FT1210587,1,Life Sciences,Male,66,3,3,Healthcare Representative,3,Married,9824,3,No,No,12,3,1,40,12,2,3,1,0,0,0
34,Yes,Human Resource,23,3,FT1010590,2,Human Resources,Female,43,3,3,Human Resources,1,Divorced,9950,9,No,Yes,15,3,3,40,11,2,3,3,2,0,2
42,No,Health and Technology,5,2,FT1110591,2,Other,Male,97,3,1,Laboratory Technician,3,Married,2093,4,No,No,17,3,4,40,8,4,3,2,2,2,0
36,No,Marketing,10,4,FT1010592,2,Computer Science,Male,32,3,3,Sales Executive,4,Single,9980,1,No,No,14,3,4,40,10,3,2,10,3,9,7
22,Yes,Health and Technology,4,1,FT1010593,3,Technical Degree,Male,99,2,1,Laboratory Technician,3,Single,3894,5,No,No,16,3,3,40,4,3,3,2,2,1,2
48,No,Marketing,2,5,FT1410595,2,Marketing,Female,37,3,2,Sales Executive,4,Married,4051,2,No,No,14,3,1,40,14,2,3,9,7,6,7
55,No,Marketing,18,5,FT1310597,1,Life Sciences,Female,83,3,4,Manager,2,Single,16835,3,No,No,23,4,4,40,37,2,3,10,9,7,7
41,No,Marketing,10,2,FT1210599,4,Life Sciences,Male,56,3,2,Sales Executive,4,Single,6230,7,No,No,14,3,4,40,16,3,3,14,3,1,10
35,No,Marketing,1,3,FT1110600,2,Marketing,Male,85,3,2,Sales Executive,3,Married,4717,9,No,No,11,3,3,40,15,2,3,11,9,6,9
40,No,Health and Technology,6,3,FT1310601,2,Life Sciences,Female,75,3,4,Manufacturing Director,3,Single,13237,7,No,No,15,3,3,40,22,3,3,20,6,5,13
39,No,Health and Technology,8,1,FT1010602,3,Life Sciences,Female,48,3,1,Laboratory Technician,3,Married,3755,1,No,No,11,3,1,40,8,3,3,8,3,0,7
31,No,Marketing,2,1,FT1010604,2,Life Sciences,Male,77,3,2,Sales Executive,4,Single,6582,4,No,Yes,13,3,3,40,10,2,4,6,5,0,5
42,No,Health and Technology,24,3,FT1310605,4,Computer Science,Male,56,3,3,Manufacturing Director,1,Married,7406,1,No,Yes,21,4,4,40,10,5,2,10,9,5,8
45,No,Marketing,2,3,FT1410606,4,Other,Male,61,3,2,Sales Executive,2,Married,4805,0,No,No,19,3,2,40,9,3,4,8,7,3,7
26,Yes,Human Resource,17,4,FT1010608,2,Life Sciences,Female,58,3,1,Human Resources,3,Divorced,2741,0,No,Yes,11,3,2,40,8,2,2,7,7,1,0
29,No,Health and Technology,19,3,FT1110611,4,Technical Degree,Male,34,3,2,Manufacturing Director,4,Divorced,4262,4,No,No,12,3,2,40,8,2,4,3,2,1,2
33,No,Health and Technology,1,5,FT1010612,1,Computer Science,Female,95,4,4,Research Director,3,Divorced,16184,4,No,No,19,3,3,40,10,2,3,6,1,0,5
31,No,Marketing,7,3,FT1010613,3,Life Sciences,Male,44,2,3,Manager,4,Divorced,11557,9,No,No,21,4,3,40,10,3,2,5,4,0,1
18,Yes,Marketing,5,3,FT1110614,2,Marketing,Male,69,3,1,Sales Representative,2,Single,1878,1,No,Yes,14,3,4,40,0,3,3,0,0,0,0
40,No,Marketing,28,3,FT1010615,3,Other,Male,58,1,3,Sales Executive,1,Divorced,10932,3,No,No,15,3,3,40,20,2,3,1,0,0,1
41,No,Health and Technology,2,4,FT1210616,1,Other,Female,62,2,2,Healthcare Representative,3,Single,6811,2,No,Yes,17,3,1,40,10,3,3,8,7,0,7
26,No,Marketing,29,2,FT1110618,1,Computer Science,Male,45,3,2,Sales Executive,3,Divorced,4306,5,No,No,12,3,1,40,8,5,3,0,0,0,0
35,No,Marketing,1,3,FT1210620,1,Computer Science,Female,80,3,2,Sales Executive,3,Single,4859,1,No,No,16,3,4,40,5,3,3,5,4,0,3
34,No,Marketing,21,4,FT1210621,4,Life Sciences,Male,74,4,2,Sales Executive,4,Single,5337,1,No,No,12,3,4,40,10,3,3,10,7,5,7
26,Yes,Health and Technology,24,3,FT1210622,3,Technical Degree,Male,66,1,1,Laboratory Technician,4,Single,2340,1,No,Yes,18,3,2,40,1,3,1,1,0,0,0
37,No,Health and Technology,1,3,FT1010623,2,Technical Degree,Female,59,3,3,Manufacturing Director,4,Single,7491,4,No,No,17,3,4,40,12,3,4,6,5,1,2
46,No,Health and Technology,18,1,FT1310624,1,Computer Science,Female,86,3,3,Healthcare Representative,3,Married,10527,5,No,No,11,3,4,40,28,3,2,2,2,1,2
41,No,Marketing,2,5,FT1310625,2,Life Sciences,Female,91,3,4,Manager,1,Married,16595,7,No,No,16,3,2,40,22,2,3,18,16,11,8
37,No,Marketing,9,4,FT1010626,1,Computer Science,Male,69,3,3,Sales Executive,2,Divorced,8834,1,No,No,13,3,4,40,9,6,3,9,5,7,7
52,No,Health and Technology,6,2,FT1210630,4,Technical Degree,Male,78,3,2,Research Scientist,1,Divorced,5577,3,No,Yes,12,3,2,40,18,3,3,10,9,6,9
32,Yes,Marketing,11,4,FT1010631,4,Other,Male,60,4,2,Sales Executive,3,Married,4707,8,No,No,12,3,4,40,6,2,3,4,2,1,2
24,No,Marketing,24,3,FT1110632,4,Computer Science,Male,38,3,1,Sales Representative,4,Married,2400,0,No,No,13,3,3,40,3,3,3,2,2,2,1
38,No,Health and Technology,10,3,FT1210634,3,Computer Science,Female,76,3,2,Healthcare Representative,3,Married,9824,3,No,No,19,3,3,40,18,4,3,1,0,0,0
37,No,Health and Technology,1,4,FT1010635,2,Life Sciences,Female,65,3,2,Manufacturing Director,2,Married,6447,6,No,No,12,3,2,40,8,2,2,6,5,4,3
49,No,Health and Technology,18,4,FT1110638,4,Life Sciences,Male,58,2,5,Research Director,3,Divorced,19502,1,No,Yes,17,3,3,40,31,5,3,31,9,0,9
24,No,Health and Technology,23,3,FT1210639,2,Computer Science,Male,89,4,1,Research Scientist,4,Married,2725,1,No,Yes,11,3,2,40,6,3,3,6,5,1,4
26,No,Marketing,28,2,FT1210641,1,Marketing,Male,66,3,2,Sales Executive,2,Married,6272,1,No,No,20,4,4,40,6,5,4,5,3,1,4
24,No,Health and Technology,17,2,FT1010643,4,Other,Male,94,2,1,Laboratory Technician,2,Married,2127,1,No,No,21,4,4,40,1,2,3,1,0,0,0
50,No,Human Resource,3,3,FT1310644,1,Computer Science,Male,99,3,5,Manager,2,Married,18200,1,No,No,11,3,3,40,32,2,3,32,5,10,7
25,No,Marketing,13,1,FT1110645,2,Computer Science,Male,40,3,1,Sales Representative,3,Married,2096,1,No,No,11,3,3,40,7,1,3,7,4,0,6
24,Yes,Health and Technology,7,3,FT1110647,1,Life Sciences,Female,55,3,1,Laboratory Technician,3,Married,2886,1,No,Yes,16,3,4,40,6,4,3,6,3,1,2
30,Yes,Marketing,12,4,FT1010648,2,Life Sciences,Male,74,2,1,Sales Representative,1,Married,2033,1,No,No,18,3,3,40,1,2,4,1,0,0,0
34,No,Health and Technology,1,2,FT1110649,2,Life Sciences,Male,83,2,1,Research Scientist,4,Married,3622,1,No,Yes,13,3,4,40,6,3,3,6,5,1,3
31,Yes,Marketing,13,4,FT1010650,2,Computer Science,Male,46,3,2,Sales Executive,1,Divorced,4233,2,No,No,17,3,3,40,9,2,1,3,1,1,2
35,No,Health and Technology,25,2,FT1210652,1,Other,Male,54,2,2,Laboratory Technician,4,Single,3681,4,No,No,14,3,4,40,9,3,3,3,2,0,2
31,No,Marketing,6,4,FT1210653,1,Computer Science,Male,66,4,2,Sales Executive,4,Divorced,5460,4,No,No,22,4,4,40,13,4,4,7,7,5,7
27,No,Health and Technology,6,4,FT1110655,1,Computer Science,Female,66,2,1,Research Scientist,3,Divorced,2187,0,No,No,12,3,3,40,6,5,2,5,3,0,3
37,No,Marketing,2,3,FT1110656,4,Marketing,Male,75,3,2,Sales Executive,3,Married,9602,4,No,Yes,11,3,3,40,17,3,2,3,0,1,0
20,No,Health and Technology,1,3,FT1110657,4,Life Sciences,Female,83,2,1,Research Scientist,2,Single,2836,1,No,No,13,3,4,40,1,0,4,1,0,0,0
42,No,Health and Technology,2,4,FT1010659,3,Life Sciences,Female,81,3,2,Healthcare Representative,4,Married,4089,1,No,No,13,3,2,40,10,4,3,10,2,2,2
43,No,Health and Technology,6,4,FT1110661,2,Other,Male,50,2,4,Research Director,4,Divorced,16627,4,No,Yes,14,3,3,40,21,3,2,1,0,0,0
38,No,Health and Technology,1,1,FT1210662,3,Life Sciences,Female,43,3,1,Research Scientist,1,Single,2619,3,No,No,17,3,4,40,8,3,2,0,0,0,0
43,No,Health and Technology,9,5,FT1110663,4,Computer Science,Male,72,3,2,Laboratory Technician,3,Divorced,5679,3,No,Yes,13,3,2,40,10,3,3,8,7,4,7
48,No,Health and Technology,1,4,FT1210664,4,Life Sciences,Female,40,2,4,Manager,1,Married,15402,7,No,No,11,3,1,40,21,3,1,3,2,0,2
44,No,Human Resource,1,4,FT1310665,1,Life Sciences,Female,50,2,2,Human Resources,3,Single,5985,4,No,No,11,3,2,40,10,1,4,2,2,0,2
34,No,Marketing,14,3,FT1110666,3,Technical Degree,Female,31,3,1,Sales Representative,3,Divorced,2579,1,No,Yes,18,3,4,40,8,3,3,8,2,0,6
27,Yes,Marketing,2,1,FT1010667,3,Marketing,Male,85,3,1,Sales Representative,1,Divorced,3041,0,No,No,11,3,2,40,5,3,3,4,3,0,2
21,No,Marketing,22,1,FT1110669,3,Technical Degree,Male,49,3,1,Sales Representative,3,Single,3447,1,No,No,11,3,3,40,3,2,3,3,2,1,2
44,No,Health and Technology,3,4,FT1110671,4,Other,Male,35,3,5,Manager,4,Married,19513,4,No,Yes,12,3,1,40,26,2,4,2,2,0,1
22,No,Health and Technology,6,1,FT1110675,1,Computer Science,Male,69,3,1,Research Scientist,3,Married,2773,0,No,No,20,4,4,40,3,3,3,2,2,2,2
33,No,Marketing,8,4,FT1110677,3,Marketing,Male,39,3,2,Sales Executive,3,Divorced,7104,0,No,No,12,3,4,40,6,3,3,5,0,1,2
32,No,Health and Technology,9,4,FT1110679,1,Life Sciences,Female,92,3,2,Research Scientist,4,Married,6322,1,No,Yes,12,3,4,40,6,2,2,6,4,0,5
30,No,Health and Technology,3,3,FT1110680,3,Computer Science,Female,71,3,1,Research Scientist,3,Divorced,2083,1,No,No,20,4,3,40,1,2,3,1,0,0,0
53,No,Marketing,1,1,FT1410682,4,Computer Science,Female,34,3,2,Sales Executive,1,Single,8381,7,No,No,20,4,4,40,18,2,4,14,7,8,10
34,No,Health and Technology,1,5,FT1110683,2,Life Sciences,Male,42,3,1,Research Scientist,4,Married,2691,1,No,No,12,3,4,40,10,4,2,10,9,8,8
45,Yes,Marketing,26,4,FT1310684,1,Life Sciences,Female,100,3,2,Sales Executive,1,Married,4286,2,No,No,14,3,4,40,5,4,3,1,1,0,0
26,No,Health and Technology,6,3,FT1110686,3,Life Sciences,Female,71,3,1,Laboratory Technician,4,Married,2659,1,No,Yes,13,3,3,40,3,2,3,3,2,0,2
37,No,Health and Technology,3,3,FT1210689,3,Other,Male,36,3,3,Manufacturing Director,3,Married,9434,1,No,No,15,3,3,40,10,2,3,10,7,7,8
29,No,Marketing,3,2,FT1110690,2,Computer Science,Female,62,3,2,Sales Executive,3,Married,5561,1,No,No,14,3,1,40,6,5,2,6,0,1,2
35,No,Health and Technology,6,4,FT1210691,2,Life Sciences,Male,82,1,2,Research Scientist,4,Single,6646,1,No,No,13,3,2,40,17,3,3,17,11,11,8
33,No,Health and Technology,6,3,FT1110692,3,Life Sciences,Male,30,3,2,Healthcare Representative,4,Divorced,7725,3,No,No,23,4,3,40,15,2,1,13,11,4,7
54,No,Human Resource,19,4,FT1410698,3,Computer Science,Male,88,3,3,Human Resources,2,Married,10725,2,No,No,15,3,3,40,16,1,4,9,7,7,1
36,No,Health and Technology,9,2,FT1210699,2,Computer Science,Male,48,2,2,Manufacturing Director,2,Divorced,8847,2,No,Yes,11,3,3,40,13,2,3,3,2,0,2
27,No,Health and Technology,3,4,FT1210700,1,Computer Science,Male,54,2,1,Research Scientist,4,Single,2045,0,No,No,13,3,4,40,5,0,3,4,2,1,1
20,Yes,Health and Technology,10,1,FT1010701,4,Computer Science,Male,32,3,1,Research Scientist,3,Single,1009,1,No,Yes,11,3,4,40,1,5,3,1,0,1,1
33,Yes,Health and Technology,3,3,FT1210702,1,Life Sciences,Male,70,3,1,Research Scientist,1,Single,3348,1,No,Yes,11,3,1,40,10,3,3,10,8,9,7
35,No,Health and Technology,3,3,FT1010704,3,Life Sciences,Male,41,2,1,Laboratory Technician,3,Married,1281,1,No,No,18,3,3,40,1,3,3,1,0,0,0
23,No,Health and Technology,4,3,FT1010705,1,Computer Science,Male,58,4,1,Research Scientist,1,Married,2819,2,No,No,16,3,1,40,5,3,4,3,2,0,2
25,No,Marketing,8,3,FT1210707,4,Life Sciences,Male,57,4,2,Sales Executive,2,Married,4851,0,No,No,22,4,3,40,4,4,3,3,2,1,2
38,No,Marketing,7,4,FT1110709,4,Marketing,Female,46,2,2,Sales Executive,4,Single,4028,0,No,No,20,4,1,40,8,2,3,7,7,0,5
29,No,Health and Technology,1,4,FT1110710,2,Life Sciences,Male,76,1,1,Research Scientist,4,Divorced,2720,1,No,No,18,3,4,40,10,5,3,10,7,2,8
48,No,Marketing,2,1,FT1310712,2,Marketing,Male,56,4,2,Sales Executive,2,Married,8120,3,No,No,12,3,4,40,12,3,3,2,2,2,2
27,No,Marketing,3,1,FT1010714,4,Computer Science,Female,71,4,2,Sales Executive,4,Divorced,4647,1,No,Yes,20,4,2,40,6,3,3,6,5,0,4
37,No,Health and Technology,10,2,FT1310715,4,Life Sciences,Male,80,4,1,Research Scientist,4,Single,4680,3,No,No,17,3,1,40,4,2,3,1,0,0,0
50,No,Health and Technology,28,1,FT1310716,4,Computer Science,Male,74,4,1,Laboratory Technician,3,Married,3221,1,No,Yes,11,3,3,40,20,3,3,20,8,3,8
34,No,Health and Technology,9,3,FT1310717,4,Computer Science,Female,46,2,3,Healthcare Representative,2,Single,8621,1,No,No,14,3,2,40,9,3,4,8,7,7,7
24,Yes,Marketing,3,2,FT1110720,1,Life Sciences,Female,65,3,2,Sales Executive,3,Single,4577,9,No,No,14,3,1,40,4,3,3,2,2,2,0
39,No,Health and Technology,2,4,FT1010721,4,Technical Degree,Female,80,2,2,Healthcare Representative,3,Single,4553,1,No,No,11,3,1,40,20,4,3,20,7,11,10
32,No,Marketing,10,3,FT1110722,4,Marketing,Male,55,3,2,Sales Executive,4,Single,5396,1,No,No,12,3,4,40,10,2,2,10,7,0,8
50,Yes,Marketing,8,2,FT1110723,2,Technical Degree,Male,50,3,2,Sales Executive,3,Married,6796,3,No,Yes,14,3,1,40,18,4,3,4,3,1,3
38,No,Health and Technology,1,4,FT1010724,2,Life Sciences,Female,33,4,2,Healthcare Representative,4,Single,7625,0,No,No,13,3,3,40,10,4,2,9,7,1,8
27,No,Health and Technology,1,2,FT1110725,3,Life Sciences,Female,68,3,3,Manufacturing Director,1,Married,7412,1,No,No,11,3,4,40,9,3,3,9,7,0,7
32,No,Health and Technology,3,2,FT1010727,3,Life Sciences,Female,39,3,3,Research Director,4,Single,11159,3,No,No,15,3,4,40,10,6,3,7,7,7,7
47,No,Marketing,14,4,FT1110728,4,Marketing,Male,42,3,2,Sales Executive,1,Single,4960,2,No,No,12,3,4,40,20,2,3,7,7,1,7
40,No,Marketing,5,4,FT1010729,4,Life Sciences,Male,48,2,3,Sales Executive,1,Married,10475,5,No,Yes,21,4,3,40,20,2,3,18,13,1,12
53,No,Health and Technology,7,3,FT1310730,3,Life Sciences,Male,59,4,4,Research Director,3,Married,14814,3,No,No,19,3,3,40,32,3,3,5,1,1,3
41,No,Human Resource,10,4,FT1210731,2,Human Resources,Male,73,2,5,Manager,4,Divorced,19141,3,No,No,15,3,2,40,23,2,2,21,6,12,6
60,No,Marketing,16,4,FT1110732,1,Marketing,Male,84,3,2,Sales Executive,1,Single,5405,8,No,No,14,3,4,40,10,1,3,2,2,2,2
